Ticket ID,Ticket Type,Ticket Class,Base Price,Age,Discount Category,Final Price,Journey Status,Refund Request,Delay Reason,Payment Method,Method,Start Station,End Station,Journey Date,Gender
TKT1001398,2 Hours,First Class,10,24,University Student,5.0,Delayed,No,Maintenance,Card,Darb App,Al Yarmouk,King Fahad Library,2025-02-22,Male
TKT1001399,7 Days,Standard,40,49,Adult,40.0,On Time,No,,Apple Pay,TVM,King Saud,National Museum,2025-05-05,Male
TKT1001400,2 Hours,Standard,4,8,School Student,2.0,Delayed,No,Technical Issue,Card,Ticket Office,Alinma,Al Worood,2025-04-02,Male
TKT1001401,3 Days,Standard,20,56,Adult,20.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Ad Dar Al Baida,Princess Nourah University,2025-04-07,Female
TKT1001402,2 Hours,Standard,4,72,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Darb App,Imam University,Al Murabba,2025-01-15,Male
TKT1001403,1 Month,First Class,350,24,University Student,175.0,Delayed,No,Technical Issue,Card,Gate Payment,Sulaimaniah,Al Yarmouk,2025-02-09,Female
TKT1001404,1 Month,First Class,350,18,School Student,175.0,Cancelled,Yes,,Apple Pay,Ticket Office,Imam University,Al Oruba,2025-02-07,Female
TKT1001405,1 Month,First Class,350,1,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,KAFD,Manfouha,2024-12-18,Male
TKT1001406,2 Hours,First Class,10,29,University Student,5.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,King Fahad District 2,Ministry of Interior,2025-01-24,Male
TKT1001407,1 Month,First Class,350,72,Senior,175.0,Cancelled,Yes,,Cash,Ticket Office,Ad Dar Al Baida,King Fahad District 2,2024-12-03,Male
TKT1001408,7 Days,Standard,40,24,University Student,20.0,On Time,No,,Card,Ticket Office,Bank Albilad,Olaya,2025-03-07,Male
TKT1001409,1 Month,Standard,140,59,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Olaya,Al Rabi,2024-12-08,Female
TKT1001410,1 Month,First Class,350,74,Senior,175.0,On Time,No,,Apple Pay,Ticket Office,Al Dhubab,STC,2024-12-22,Female
TKT1001411,1 Month,First Class,350,55,Adult,350.0,On Time,No,,Apple Pay,Darb App,National Museum,West Station,2025-05-04,Male
TKT1001412,2 Hours,Standard,4,12,School Student,2.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Ministry of Interior,Imam University,2024-12-26,Male
TKT1001413,3 Days,Standard,20,30,University Student,10.0,Delayed,No,Maintenance,Card,Ticket Office,Princess Nourah University,Imam University,2024-12-20,Female
TKT1001414,7 Days,First Class,100,20,University Student,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Worood,Al Dooh,2025-01-21,Male
TKT1001415,2 Hours,First Class,10,67,Senior,5.0,Cancelled,Yes,,Card,Darb App,West Station,STC,2025-03-08,Male
TKT1001416,1 Month,First Class,350,56,Adult,350.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Dooh,Princess Nourah University,2025-03-02,Female
TKT1001417,2 Hours,Standard,4,10,School Student,2.0,On Time,No,,Cash,TVM,King Fahad District,Al Muruj,2025-02-22,Male
TKT1001418,7 Days,First Class,100,66,Senior,50.0,Cancelled,Yes,,Card,Gate Payment,King Fahad Library,KKIA,2025-02-22,Female
TKT1001419,1 Month,Standard,140,78,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Imam University,Bank Albilad,2025-04-15,Male
TKT1001420,3 Days,Standard,20,58,Adult,20.0,Delayed,No,Technical Issue,Card,Darb App,KKIA,Alinma,2025-01-26,Male
TKT1001421,2 Hours,Standard,4,70,Senior,2.0,Cancelled,Yes,,Cash,TVM,King Fahad Library,Al Batha,2025-03-28,Male
TKT1001422,7 Days,First Class,100,75,Senior,50.0,Cancelled,Yes,,Apple Pay,Darb App,Al Batha,Imam University,2024-12-02,Female
TKT1001423,3 Days,First Class,50,71,Senior,25.0,Delayed,No,Maintenance,Card,TVM,Al Dhubab,Sulaimaniah,2025-01-26,Male
TKT1001424,2 Hours,First Class,10,21,University Student,5.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Fahad District,Al Aziziyah,2025-03-12,Female
TKT1001425,2 Hours,Standard,4,10,School Student,2.0,On Time,No,,Card,Darb App,KSU,King Fahad District 2,2025-03-26,Female
TKT1001426,7 Days,First Class,100,53,Adult,100.0,Delayed,No,Maintenance,Cash,TVM,KAFD,National Museum,2025-03-24,Male
TKT1001427,2 Hours,Standard,4,31,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Darb App,Princess Nourah University,Alinma,2025-01-13,Female
TKT1001428,3 Days,Standard,20,62,Senior,10.0,Delayed,No,Maintenance,Card,Gate Payment,National Museum,Qasr Al Hokm,2025-05-01,Male
TKT1001429,1 Month,First Class,350,5,Child,0.0,Delayed,No,Technical Issue,Cash,Ticket Office,Ghornata,Al Oruba,2025-04-30,Male
TKT1001430,2 Hours,First Class,10,78,Senior,5.0,Cancelled,Yes,,Apple Pay,Darb App,Al Rabi,Bank Albilad,2025-04-16,Male
TKT1001431,1 Month,First Class,350,1,Child,0.0,Cancelled,Yes,,Apple Pay,Darb App,Sulaimaniah,KKIA,2025-02-26,Female
TKT1001432,1 Month,Standard,140,75,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Nuzha,Al Muruj,2025-02-27,Female
TKT1001433,3 Days,First Class,50,42,Adult,50.0,Delayed,No,Maintenance,Card,Ticket Office,King Fahad Library,Imam University,2025-01-09,Female
TKT1001434,3 Days,Standard,20,58,Adult,20.0,Cancelled,Yes,,Card,Gate Payment,Ad Dar Al Baida,Al Yarmouk,2025-04-16,Female
TKT1001435,3 Days,First Class,50,32,Adult,50.0,Delayed,No,Maintenance,Apple Pay,Darb App,West Station,Al Murabba,2025-01-09,Female
TKT1001436,2 Hours,Standard,4,63,Senior,2.0,Delayed,No,Technical Issue,Cash,TVM,Manfouha,Bank Albilad,2025-04-15,Female
TKT1001437,7 Days,Standard,40,32,Adult,40.0,Cancelled,Yes,,Apple Pay,Darb App,Manfouha,National Museum,2025-04-23,Male
TKT1001438,2 Hours,First Class,10,51,Adult,10.0,Delayed,No,Maintenance,Card,Ticket Office,Al Worood,Alinma,2025-03-04,Male
TKT1001439,2 Hours,Standard,4,37,Adult,4.0,Cancelled,Yes,,Apple Pay,Darb App,Al Yarmouk,Manfouha,2025-03-10,Female
TKT1001440,2 Hours,Standard,4,77,Senior,2.0,Delayed,No,Technical Issue,Card,TVM,SABB,Sulaimaniah,2025-04-15,Female
TKT1001441,7 Days,Standard,40,55,Adult,40.0,On Time,No,,Cash,Ticket Office,Ministry of Interior,Al Batha,2025-02-01,Female
TKT1001442,7 Days,Standard,40,80,Senior,20.0,On Time,No,,Apple Pay,Gate Payment,STC,Ad Dar Al Baida,2025-02-22,Male
TKT1001443,3 Days,Standard,20,1,Child,0.0,Cancelled,Yes,,Apple Pay,Ticket Office,SABB,King Saud,2025-01-31,Male
TKT1001444,2 Hours,Standard,4,63,Senior,2.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Imam University,West Station,2025-03-03,Female
TKT1001445,2 Hours,First Class,10,36,Adult,10.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Al Worood,KKIA,2024-12-30,Female
TKT1001446,7 Days,First Class,100,67,Senior,50.0,Delayed,No,Maintenance,Apple Pay,Darb App,STC,West Station,2024-12-25,Female
TKT1001447,3 Days,First Class,50,29,University Student,25.0,Delayed,No,Technical Issue,Card,Ticket Office,Bank Albilad,Al Oruba,2025-03-08,Male
TKT1001448,3 Days,First Class,50,44,Adult,50.0,On Time,No,,Card,TVM,Al Oruba,Al Yarmouk,2025-02-22,Female
TKT1001449,3 Days,First Class,50,54,Adult,50.0,On Time,No,,Apple Pay,TVM,Olaya,Al Rabi,2025-02-22,Female
TKT1001450,7 Days,First Class,100,60,Senior,50.0,Cancelled,Yes,,Apple Pay,Darb App,King Fahad Library,KKIA,2024-12-25,Male
TKT1001451,3 Days,Standard,20,32,Adult,20.0,On Time,No,,Apple Pay,Ticket Office,King Fahad District 2,Al Oruba,2024-12-30,Male
TKT1001452,7 Days,Standard,40,66,Senior,20.0,Cancelled,Yes,,Card,Darb App,KKIA,King Fahad Library,2025-02-28,Female
TKT1001453,3 Days,Standard,20,5,Child,0.0,On Time,No,,Card,Gate Payment,STC,National Museum,2025-01-23,Male
TKT1001454,7 Days,Standard,40,32,Adult,40.0,On Time,No,,Apple Pay,Darb App,Olaya,King Fahad Library,2024-12-07,Female
TKT1001455,3 Days,First Class,50,51,Adult,50.0,On Time,No,,Card,Gate Payment,Alinma,Sulaimaniah,2024-12-12,Female
TKT1001456,1 Month,First Class,350,44,Adult,350.0,Cancelled,Yes,,Apple Pay,Ticket Office,Al Rabi,Al Dooh,2024-12-17,Male
TKT1001457,1 Month,Standard,140,55,Adult,140.0,Delayed,No,Maintenance,Card,Gate Payment,Al Oruba,Qasr Al Hokm,2025-02-22,Male
TKT1001458,7 Days,Standard,40,22,University Student,20.0,Delayed,No,Technical Issue,Card,TVM,Manfouha,Al Worood,2025-02-11,
TKT1001459,7 Days,Standard,40,33,Adult,40.0,Cancelled,Yes,,Card,Gate Payment,KKIA,Sulaimaniah,2025-02-22,Male
TKT1001460,2 Hours,First Class,10,22,University Student,5.0,Cancelled,Yes,,Apple Pay,Darb App,Manfouha,Sulaimaniah,2025-04-11,Female
TKT1001461,1 Month,First Class,350,59,Adult,350.0,Cancelled,Yes,,Apple Pay,TVM,Qasr Al Hokm,Bank Albilad,2024-12-07,Female
TKT1001462,2 Hours,Standard,4,77,Senior,2.0,On Time,No,,Apple Pay,Darb App,Alinma,Al Oruba,2024-12-28,Female
TKT1001463,3 Days,First Class,50,12,School Student,25.0,Delayed,No,Maintenance,Cash,Ticket Office,Al Worood,Sulaimaniah,2025-03-11,Male
TKT1001464,2 Hours,First Class,10,51,Adult,10.0,Cancelled,Yes,,Card,Gate Payment,Princess Nourah University,KAFD,2024-12-02,Female
TKT1001465,1 Month,Standard,140,24,University Student,70.0,On Time,No,,Apple Pay,Ticket Office,West Station,KAFD,2025-02-22,Female
TKT1001466,3 Days,First Class,50,36,Adult,50.0,Cancelled,Yes,,Card,Ticket Office,King Fahad District,National Museum,2025-03-02,Male
TKT1001467,3 Days,First Class,50,3,Child,0.0,Cancelled,Yes,,Apple Pay,Darb App,King Fahad District,Al Muruj,2025-01-13,Female
TKT1001468,3 Days,Standard,20,12,School Student,10.0,On Time,No,,Apple Pay,Gate Payment,Al Rabi,Al Worood,2024-12-31,Male
TKT1001469,1 Month,Standard,140,71,Senior,70.0,On Time,No,,Apple Pay,Darb App,Imam University,Qasr Al Hokm,2024-12-07,Female
TKT1001470,7 Days,Standard,40,20,University Student,20.0,On Time,No,,Card,TVM,Al Yarmouk,KSU,2024-12-12,Male
TKT1001471,7 Days,First Class,100,64,Senior,50.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,King Fahad District 2,KSU,2025-05-03,Male
TKT1001472,2 Hours,First Class,10,13,School Student,5.0,Cancelled,Yes,,Apple Pay,Gate Payment,Qasr Al Hokm,Al Aziziyah,2025-04-10,Female
TKT1001473,2 Hours,Standard,4,45,Adult,4.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Rabi,National Museum,2025-02-07,Male
TKT1001474,1 Month,First Class,350,69,Senior,175.0,Delayed,No,Technical Issue,Cash,TVM,STC,Al Dhubab,2025-02-21,Male
TKT1001475,3 Days,Standard,20,40,Adult,20.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Ad Dar Al Baida,King Fahad Library,2024-12-28,Male
TKT1001476,7 Days,Standard,40,62,Senior,20.0,Delayed,No,Maintenance,Cash,TVM,Al Aziziyah,Bank Albilad,2025-02-23,Male
TKT1001477,7 Days,Standard,40,5,Child,0.0,On Time,No,,Card,TVM,Al Worood,King Fahad Library,2025-02-05,Male
TKT1001478,2 Hours,First Class,10,51,Adult,10.0,Delayed,No,Technical Issue,Card,Darb App,Al Worood,Al Aziziyah,2025-04-15,Male
TKT1001479,2 Hours,First Class,10,13,School Student,5.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Murabba,Al Worood,2025-02-13,Male
TKT1001480,7 Days,Standard,40,5,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Al Dhubab,Sulaimaniah,2024-12-09,Female
TKT1001481,7 Days,First Class,100,51,Adult,100.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Batha,Ad Dar Al Baida,2024-12-09,Female
TKT1001482,2 Hours,Standard,4,21,University Student,2.0,Cancelled,Yes,,Apple Pay,Gate Payment,Imam University,Al Muruj,2025-01-24,Female
TKT1001483,2 Hours,Standard,4,69,Senior,2.0,On Time,No,,Card,Darb App,Al Dhubab,KAFD,2025-02-01,Male
TKT1001484,1 Month,Standard,140,60,Senior,70.0,Cancelled,Yes,,Apple Pay,TVM,Manfouha,STC,2025-03-27,Female
TKT1001485,2 Hours,Standard,4,34,Adult,4.0,Cancelled,Yes,,Apple Pay,Darb App,King Saud,Ministry of Interior,2025-03-30,Male
TKT1001486,7 Days,First Class,100,60,Senior,50.0,On Time,No,,Card,Gate Payment,King Fahad District,Ministry of Interior,2024-12-25,Female
TKT1001487,7 Days,First Class,100,61,Senior,50.0,On Time,No,,Apple Pay,Gate Payment,Al Muruj,King Fahad District,2025-01-27,Male
TKT1001488,3 Days,Standard,20,68,Senior,10.0,Delayed,No,Technical Issue,Apple Pay,Darb App,KKIA,KAFD,2025-03-19,Male
TKT1001489,3 Days,First Class,50,23,University Student,25.0,On Time,No,,Card,TVM,KKIA,Ministry of Interior,2025-05-04,Male
TKT1001490,2 Hours,Standard,4,64,Senior,2.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Dhubab,King Fahad District 2,2024-12-21,Female
TKT1001491,2 Hours,Standard,4,20,University Student,2.0,Delayed,No,Technical Issue,Card,Darb App,KKIA,Al Oruba,2025-04-01,Female
TKT1001492,3 Days,First Class,50,8,School Student,25.0,On Time,No,,Card,Gate Payment,Ad Dar Al Baida,KKIA,2024-12-05,Male
TKT1001493,1 Month,First Class,350,41,Adult,350.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Dhubab,Olaya,2024-12-22,Female
TKT1001494,1 Month,Standard,140,13,School Student,70.0,On Time,No,,Apple Pay,Darb App,Al Worood,Manfouha,2024-12-21,Female
TKT1001495,3 Days,Standard,20,74,Senior,10.0,On Time,No,,Card,Darb App,King Fahad Library,Al Batha,2025-04-07,Female
TKT1001496,1 Month,First Class,350,26,University Student,175.0,Delayed,No,Technical Issue,Card,Darb App,STC,Bank Albilad,2024-12-16,Male
TKT1001497,2 Hours,First Class,10,10,School Student,5.0,Cancelled,Yes,,Apple Pay,Darb App,Qasr Al Hokm,Al Batha,2024-12-22,Female
TKT1001498,1 Month,First Class,350,18,School Student,175.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Worood,Manfouha,2025-04-30,Male
TKT1001499,3 Days,First Class,50,4,Child,0.0,On Time,No,,Card,TVM,Ghornata,Al Dhubab,2024-12-29,Female
TKT1001500,1 Month,Standard,140,3,Child,0.0,Cancelled,Yes,,Cash,TVM,Al Yarmouk,Qasr Al Hokm,2025-02-04,Male
TKT1001501,3 Days,Standard,20,64,Senior,10.0,On Time,No,,Card,Darb App,Imam University,Alinma,2024-12-18,Male
TKT1001502,7 Days,First Class,100,27,University Student,50.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,King Saud,West Station,2025-03-31,Male
TKT1001503,7 Days,First Class,100,45,Adult,100.0,Delayed,No,Maintenance,Card,Gate Payment,Ministry of Interior,Olaya,2025-02-22,Male
TKT1001504,1 Month,Standard,140,64,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Dooh,National Museum,2024-12-18,Male
TKT1001505,7 Days,Standard,40,14,School Student,20.0,Cancelled,Yes,,Cash,TVM,Alinma,West Station,2024-12-26,Male
TKT1001506,2 Hours,Standard,4,32,Adult,4.0,Cancelled,Yes,,Card,Ticket Office,Sulaimaniah,Al Dooh,2025-03-14,Female
TKT1001507,2 Hours,First Class,10,43,Adult,10.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,King Saud,SABB,2025-04-14,Female
TKT1001508,1 Month,Standard,140,34,Adult,140.0,On Time,No,,Apple Pay,Ticket Office,King Fahad District 2,KSU,2025-04-08,Female
TKT1001509,2 Hours,First Class,10,26,University Student,5.0,On Time,No,,Card,Darb App,KSU,Alinma,2025-04-30,Male
TKT1001510,2 Hours,Standard,4,60,Senior,2.0,On Time,No,,Apple Pay,Darb App,Al Aziziyah,KAFD,2025-01-09,Male
TKT1001511,1 Month,First Class,350,60,Senior,175.0,On Time,No,,Apple Pay,Darb App,Bank Albilad,Al Batha,2025-04-12,Female
TKT1001512,2 Hours,First Class,10,36,Adult,10.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Nuzha,Al Murabba,2025-03-08,Male
TKT1001513,2 Hours,Standard,4,33,Adult,4.0,Cancelled,Yes,,Cash,TVM,Al Oruba,Alinma,2025-01-29,Female
TKT1001514,2 Hours,Standard,4,76,Senior,2.0,Delayed,No,Technical Issue,Apple Pay,TVM,KSU,King Fahad District 2,2025-01-09,Female
TKT1001515,1 Month,First Class,350,72,Senior,175.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Nuzha,Olaya,2025-04-12,Male
TKT1001516,3 Days,Standard,20,22,University Student,10.0,On Time,No,,Apple Pay,Ticket Office,Olaya,Qasr Al Hokm,2025-04-17,Female
TKT1001517,7 Days,First Class,100,9,School Student,50.0,Delayed,No,Technical Issue,Apple Pay,TVM,Qasr Al Hokm,KKIA,2025-03-08,Female
TKT1001518,3 Days,First Class,50,64,Senior,25.0,Cancelled,Yes,,Card,Gate Payment,Olaya,King Fahad District 2,2025-05-05,Female
TKT1001519,3 Days,First Class,50,47,Adult,50.0,On Time,No,,Card,Darb App,KKIA,KSU,2025-01-24,Male
TKT1001520,2 Hours,First Class,10,67,Senior,5.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Muruj,STC,2025-03-20,Male
TKT1001521,2 Hours,Standard,4,30,University Student,2.0,Cancelled,Yes,,Apple Pay,Darb App,Al Rabi,Ghornata,2025-03-08,Male
TKT1001522,1 Month,First Class,350,37,Adult,350.0,On Time,No,,Apple Pay,Gate Payment,KKIA,SABB,2025-04-29,Male
TKT1001523,1 Month,First Class,350,8,School Student,175.0,On Time,No,,Card,Gate Payment,King Fahad Library,Al Nuzha,2025-03-28,Male
TKT1001524,1 Month,First Class,350,13,School Student,175.0,On Time,No,,Card,Darb App,STC,Al Nuzha,2025-02-22,Female
TKT1001525,7 Days,First Class,100,72,Senior,50.0,Cancelled,Yes,,Card,Ticket Office,West Station,National Museum,2025-05-02,Female
TKT1001526,3 Days,First Class,50,48,Adult,50.0,Delayed,No,Technical Issue,Card,Darb App,Sulaimaniah,Qasr Al Hokm,2025-02-19,Male
TKT1001527,1 Month,Standard,140,6,Child,0.0,On Time,No,,Card,Gate Payment,King Fahad District,Al Rabi,2025-03-19,Female
TKT1001528,1 Month,Standard,140,9,School Student,70.0,Cancelled,Yes,,Card,TVM,Ad Dar Al Baida,KSU,2025-01-28,Male
TKT1001529,7 Days,First Class,100,53,Adult,100.0,Cancelled,Yes,,Card,Gate Payment,Ghornata,Al Rabi,2025-04-26,Male
TKT1001530,3 Days,Standard,20,55,Adult,20.0,On Time,No,,Cash,Ticket Office,Al Dhubab,Al Aziziyah,2025-04-19,Female
TKT1001531,2 Hours,Standard,4,46,Adult,4.0,On Time,No,,Card,Gate Payment,Manfouha,King Fahad District,2024-12-27,Female
TKT1001532,1 Month,First Class,350,32,Adult,350.0,On Time,No,,Cash,TVM,Bank Albilad,Al Nuzha,2024-12-07,Male
TKT1001533,1 Month,Standard,140,59,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Bank Albilad,Ghornata,2025-04-25,Male
TKT1001534,1 Month,First Class,350,20,University Student,175.0,On Time,No,,Cash,Ticket Office,Imam University,Al Dhubab,2025-03-04,Female
TKT1001535,2 Hours,First Class,10,30,University Student,5.0,Cancelled,Yes,,Apple Pay,Gate Payment,KAFD,Alinma,2025-02-20,Female
TKT1001536,1 Month,First Class,350,16,School Student,175.0,Cancelled,Yes,,Card,TVM,Al Oruba,Al Dooh,2025-01-06,Male
TKT1001537,3 Days,First Class,50,64,Senior,25.0,On Time,No,,Apple Pay,Ticket Office,Al Batha,STC,2025-01-19,Female
TKT1001538,2 Hours,Standard,4,67,Senior,2.0,Cancelled,Yes,,Card,Gate Payment,Alinma,Al Batha,2025-03-18,Male
TKT1001539,7 Days,Standard,40,23,University Student,20.0,On Time,No,,Card,Gate Payment,Al Rabi,Ad Dar Al Baida,2024-12-17,Male
TKT1001540,7 Days,Standard,40,1,Child,0.0,On Time,No,,Apple Pay,TVM,Al Muruj,Alinma,2024-12-21,Male
TKT1001541,3 Days,First Class,50,68,Senior,25.0,Cancelled,Yes,,Apple Pay,Gate Payment,Ministry of Interior,Al Muruj,2025-03-31,Female
TKT1001542,1 Month,First Class,350,72,Senior,175.0,Cancelled,Yes,,Cash,Ticket Office,West Station,Alinma,2024-12-23,Female
TKT1001543,2 Hours,Standard,4,56,Adult,4.0,On Time,No,,Card,TVM,National Museum,Al Worood,2025-02-20,Male
TKT1001544,1 Month,Standard,140,75,Senior,70.0,On Time,No,,Apple Pay,Darb App,Al Nuzha,King Fahad Library,2025-04-29,Female
TKT1001545,7 Days,Standard,40,57,Adult,40.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Ministry of Interior,Bank Albilad,2025-02-22,Female
TKT1001546,7 Days,Standard,40,38,Adult,40.0,On Time,No,,Card,Gate Payment,Al Murabba,Al Dooh,2025-02-22,Male
TKT1001547,7 Days,First Class,100,5,Child,0.0,Delayed,No,Maintenance,Card,Darb App,Olaya,King Fahad District,2025-04-02,
TKT1001548,7 Days,Standard,40,60,Senior,20.0,Delayed,No,Technical Issue,Card,Darb App,Al Oruba,Al Aziziyah,2024-12-05,Male
TKT1001549,1 Month,Standard,140,49,Adult,140.0,Delayed,No,Maintenance,Card,TVM,Al Worood,Qasr Al Hokm,2025-02-22,Female
TKT1001550,2 Hours,Standard,4,45,Adult,4.0,On Time,No,,Card,Ticket Office,KAFD,SABB,2025-02-16,Female
TKT1001551,1 Month,Standard,140,50,Adult,140.0,On Time,No,,Cash,Ticket Office,King Fahad District,Ministry of Interior,2025-04-18,Female
TKT1001552,1 Month,Standard,140,25,University Student,70.0,On Time,No,,Apple Pay,Ticket Office,Al Muruj,Al Yarmouk,2025-01-03,Female
TKT1001553,2 Hours,First Class,10,60,Senior,5.0,Cancelled,Yes,,Card,Ticket Office,STC,Manfouha,2024-12-26,Male
TKT1001554,3 Days,Standard,20,32,Adult,20.0,Cancelled,Yes,,Cash,Ticket Office,Ghornata,KSU,2025-02-22,Female
TKT1001555,2 Hours,Standard,4,39,Adult,4.0,Delayed,No,Maintenance,Card,Darb App,King Fahad Library,Sulaimaniah,2025-01-15,Female
TKT1001556,1 Month,Standard,140,72,Senior,70.0,On Time,No,,Card,Darb App,King Saud,Qasr Al Hokm,2025-05-01,Male
TKT1001557,7 Days,First Class,100,73,Senior,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Imam University,Al Yarmouk,2025-02-13,Male
TKT1001558,2 Hours,Standard,4,7,School Student,2.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Al Yarmouk,Al Oruba,2025-05-01,Female
TKT1001559,7 Days,Standard,40,26,University Student,20.0,On Time,No,,Card,Gate Payment,STC,Al Worood,2025-02-10,Female
TKT1001560,3 Days,Standard,20,13,School Student,10.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,King Fahad District 2,Al Nuzha,2025-02-22,Female
TKT1001561,7 Days,First Class,100,26,University Student,50.0,Cancelled,Yes,,Card,Ticket Office,Sulaimaniah,Al Yarmouk,2025-02-05,Male
TKT1001562,2 Hours,First Class,10,52,Adult,10.0,On Time,No,,Card,Gate Payment,Al Rabi,Al Nuzha,2025-03-20,Female
TKT1001563,2 Hours,Standard,4,6,Child,0.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Oruba,Al Batha,2025-02-22,Female
TKT1001564,2 Hours,First Class,10,5,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Batha,KKIA,2025-02-22,Female
TKT1001565,1 Month,Standard,140,42,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Worood,Al Muruj,2025-03-20,Male
TKT1001566,1 Month,Standard,140,48,Adult,140.0,Delayed,No,Technical Issue,Card,Ticket Office,STC,KSU,2025-02-28,Female
TKT1001567,7 Days,First Class,100,43,Adult,100.0,Cancelled,Yes,,Card,Ticket Office,Ghornata,King Saud,2025-04-16,Female
TKT1001568,2 Hours,Standard,4,66,Senior,2.0,On Time,No,,Apple Pay,TVM,KSU,West Station,2025-03-03,Female
TKT1001569,2 Hours,Standard,4,58,Adult,4.0,Cancelled,Yes,,Card,Ticket Office,National Museum,Al Batha,2025-04-18,Female
TKT1001570,2 Hours,Standard,4,3,Child,0.0,On Time,No,,Apple Pay,Ticket Office,Al Rabi,KAFD,2024-12-01,Female
TKT1001571,3 Days,Standard,20,42,Adult,20.0,Cancelled,Yes,,Card,Darb App,Bank Albilad,Alinma,2025-04-27,Female
